EmployeeNumber,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,,HourlyRate,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
1150,29,0,Travel_Rarely,718,Research & Development,8,Below College,Medical,Male,79,2,Manufacturing Director,Very High,Married,5056,17689,1,Yes,Yes,15,Excellent,High,10,2,2,10,7,1
1152,38,0,Travel_Rarely,433,Human Resources,1,Bachelor,Human Resources,Male,37,1,Human Resources,High,Married,2844,6004,1,Yes,No,13,Excellent,Very High,7,2,4,7,6,5
1154,28,0,Travel_Frequently,773,Research & Development,6,Bachelor,Life Sciences,Male,39,1,Research Scientist,High,Divorced,2703,22088,1,Yes,Yes,14,Excellent,Very High,3,2,3,3,1,0
1156,18,1,Non-Travel,247,Research & Development,8,Below College,Medical,Male,80,1,Laboratory Technician,High,Single,1904,13556,1,Yes,No,12,Excellent,Very High,0,0,3,0,0,0
1157,33,1,Travel_Rarely,603,Sales,9,Master,Marketing,Female,77,2,Sales Executive,Low,Single,8224,18385,0,Yes,Yes,17,Excellent,Low,6,3,3,5,2,0
1158,41,0,Travel_Rarely,167,Research & Development,12,Master,Life Sciences,Male,46,1,Laboratory Technician,Very High,Married,4766,9051,3,Yes,Yes,11,Excellent,Low,6,4,3,1,0,0
1160,31,1,Travel_Frequently,874,Research & Development,15,Bachelor,Medical,Male,72,1,Laboratory Technician,High,Married,2610,6233,1,Yes,No,12,Excellent,High,2,5,2,2,2,2
1161,37,0,Travel_Rarely,367,Research & Development,25,College,Medical,Female,52,2,Healthcare Representative,Very High,Divorced,5731,17171,7,Yes,No,13,Excellent,High,9,2,3,6,2,1
1162,27,0,Travel_Rarely,199,Research & Development,6,Bachelor,Life Sciences,Male,55,1,Research Scientist,High,Married,2539,7950,1,Yes,No,13,Excellent,High,4,0,3,4,2,2
1163,34,0,Travel_Rarely,1400,Sales,9,Below College,Life Sciences,Female,70,2,Sales Executive,High,Married,5714,5829,1,Yes,No,20,Outstanding,Low,6,3,2,6,5,1
1164,35,0,Travel_Rarely,528,Human Resources,8,Master,Technical Degree,Male,100,1,Human Resources,High,Single,4323,7108,1,Yes,No,17,Excellent,Medium,6,2,1,5,4,1
1165,29,1,Travel_Rarely,408,Sales,23,Below College,Life Sciences,Female,45,3,Sales Executive,Low,Married,7336,11162,1,Yes,No,13,Excellent,Low,11,3,1,11,8,3
1166,40,0,Travel_Frequently,593,Research & Development,9,Master,Medical,Female,88,3,Research Director,High,Single,13499,13782,9,Yes,No,17,Excellent,High,20,3,2,18,7,2
1167,42,1,Travel_Frequently,481,Sales,12,Bachelor,Life Sciences,Male,44,4,Sales Executive,Low,Single,13758,2447,0,Yes,Yes,12,Excellent,Medium,22,2,2,21,9,13
1171,42,0,Travel_Rarely,647,Sales,4,Master,Marketing,Male,45,2,Sales Executive,Low,Single,5155,2253,7,Yes,No,13,Excellent,Very High,9,3,4,6,4,1
1172,35,0,Travel_Rarely,982,Research & Development,1,Master,Medical,Male,58,1,Laboratory Technician,High,Married,2258,16340,6,Yes,No,12,Excellent,Medium,10,2,3,8,0,1
1173,24,0,Travel_Rarely,477,Research & Development,24,Bachelor,Medical,Male,49,1,Laboratory Technician,Medium,Single,3597,6409,8,Yes,No,22,Outstanding,Very High,6,2,3,4,3,1
1175,28,1,Travel_Rarely,1485,Research & Development,12,Below College,Life Sciences,Female,79,1,Laboratory Technician,Very High,Married,2515,22955,1,Yes,Yes,11,Excellent,Very High,1,4,2,1,1,0
1177,26,0,Travel_Rarely,1384,Research & Development,3,Master,Medical,Male,82,1,Laboratory Technician,Very High,Married,4420,13421,1,Yes,No,22,Outstanding,Medium,8,2,3,8,7,0
1179,30,0,Travel_Rarely,852,Sales,10,Bachelor,Marketing,Male,72,2,Sales Executive,High,Married,6578,2706,1,Yes,No,18,Excellent,Low,10,3,3,10,3,1
1180,40,0,Travel_Frequently,902,Research & Development,26,College,Medical,Female,92,2,Research Scientist,Very High,Married,4422,21203,3,Yes,Yes,13,Excellent,Very High,16,3,1,1,1,0
1182,35,0,Travel_Rarely,819,Research & Development,2,Bachelor,Life Sciences,Male,44,3,Manufacturing Director,Medium,Divorced,10274,19588,2,Yes,No,18,Excellent,Medium,15,2,4,7,7,6
1184,34,0,Travel_Frequently,669,Research & Development,1,Bachelor,Medical,Male,97,2,Healthcare Representative,Low,Single,5343,25755,0,Yes,No,20,Outstanding,High,14,3,3,13,9,4
1185,35,0,Travel_Frequently,636,Research & Development,4,Master,Other,Male,47,1,Laboratory Technician,Very High,Married,2376,26537,1,Yes,No,13,Excellent,Medium,2,2,4,2,2,2
1188,43,1,Travel_Rarely,1372,Sales,9,Bachelor,Marketing,Female,85,2,Sales Executive,High,Single,5346,9489,8,Yes,No,13,Excellent,Medium,7,2,2,4,3,1
1190,32,0,Non-Travel,862,Sales,2,Below College,Life Sciences,Female,76,1,Sales Representative,Low,Divorced,2827,14947,1,Yes,No,12,Excellent,High,1,3,3,1,0,0
1191,56,0,Travel_Rarely,718,Research & Development,4,Master,Technical Degree,Female,92,5,Manager,Low,Divorced,19943,18575,4,Yes,No,13,Excellent,Very High,28,2,3,5,2,4
1192,29,0,Travel_Rarely,1401,Research & Development,6,Below College,Medical,Female,54,1,Laboratory Technician,Very High,Married,3131,26342,1,Yes,No,13,Excellent,Low,10,5,3,10,8,0
1193,19,0,Travel_Rarely,645,Research & Development,9,College,Life Sciences,Male,54,1,Research Scientist,Low,Single,2552,7172,1,Yes,No,25,Outstanding,High,1,4,3,1,1,0
1195,45,0,Travel_Rarely,1457,Research & Development,7,Bachelor,Medical,Female,83,1,Research Scientist,High,Married,4477,20100,4,Yes,Yes,19,Excellent,High,7,2,2,3,2,0
1196,37,0,Travel_Rarely,977,Research & Development,1,Bachelor,Life Sciences,Female,56,2,Manufacturing Director,Very High,Married,6474,9961,1,Yes,No,13,Excellent,Medium,14,2,2,14,8,3
1198,20,0,Travel_Rarely,805,Research & Development,3,Bachelor,Life Sciences,Male,87,1,Laboratory Technician,High,Single,3033,12828,1,Yes,No,12,Excellent,Low,2,2,2,2,2,1
1200,44,1,Travel_Rarely,1097,Research & Development,10,Master,Life Sciences,Male,96,1,Research Scientist,High,Single,2936,10826,1,Yes,Yes,11,Excellent,High,6,4,3,6,4,0
1201,53,0,Travel_Rarely,1223,Research & Development,7,College,Medical,Female,50,5,Manager,High,Divorced,18606,18640,3,Yes,No,18,Excellent,Medium,26,6,3,7,7,4
1202,29,0,Travel_Rarely,942,Research & Development,15,Below College,Life Sciences,Female,69,1,Research Scientist,Very High,Married,2168,26933,0,Yes,Yes,18,Excellent,Low,6,2,2,5,4,1
1203,22,1,Travel_Frequently,1256,Research & Development,3,Master,Life Sciences,Male,48,1,Research Scientist,Very High,Married,2853,4223,0,Yes,Yes,11,Excellent,Medium,1,5,3,0,0,0
1204,46,0,Travel_Rarely,1402,Sales,2,Bachelor,Marketing,Female,69,4,Manager,Low,Married,17048,24097,8,Yes,No,23,Outstanding,Low,28,2,3,26,15,15
1206,44,0,Non-Travel,111,Research & Development,17,Bachelor,Life Sciences,Male,74,1,Research Scientist,High,Single,2290,4279,2,Yes,No,13,Excellent,Very High,6,3,3,0,0,0
1207,33,0,Travel_Rarely,147,Human Resources,2,Bachelor,Human Resources,Male,99,1,Human Resources,High,Married,3600,8429,1,Yes,No,13,Excellent,Very High,5,2,3,5,4,1
1210,41,1,Non-Travel,906,Research & Development,5,College,Life Sciences,Male,95,1,Research Scientist,Low,Divorced,2107,20293,6,Yes,No,17,Excellent,Low,5,2,1,1,0,0
1211,30,0,Travel_Rarely,1329,Sales,29,Master,Life Sciences,Male,61,2,Sales Executive,Low,Divorced,4115,13192,8,Yes,No,19,Excellent,High,8,3,3,4,3,0
1212,40,0,Travel_Frequently,1184,Sales,2,Master,Medical,Male,62,2,Sales Executive,Medium,Married,4327,25440,5,Yes,No,12,Excellent,Very High,5,2,3,0,0,0
1215,50,0,Travel_Frequently,1421,Research & Development,2,Bachelor,Medical,Female,30,4,Manager,Low,Married,17856,9490,2,Yes,No,22,Outstanding,High,32,3,3,2,2,2
1216,28,0,Travel_Rarely,1179,Research & Development,19,Master,Medical,Male,78,1,Laboratory Technician,Low,Married,3196,12449,1,Yes,No,12,Excellent,High,6,2,3,6,5,3
1217,46,0,Travel_Rarely,1450,Research & Development,15,College,Life Sciences,Male,52,5,Research Director,Medium,Married,19081,10849,5,Yes,No,11,Excellent,Low,25,2,3,4,2,0
1218,35,0,Travel_Rarely,1361,Sales,17,Master,Life Sciences,Male,94,2,Sales Executive,Low,Married,8966,21026,3,Yes,Yes,15,Excellent,Very High,15,2,3,7,7,1
1219,24,1,Travel_Rarely,984,Research & Development,17,College,Life Sciences,Female,97,1,Laboratory Technician,Medium,Married,2210,3372,1,Yes,No,13,Excellent,Low,1,3,1,1,0,0
1220,33,0,Travel_Frequently,1146,Sales,25,Bachelor,Medical,Female,82,2,Sales Executive,High,Married,4539,4905,1,Yes,No,12,Excellent,Low,10,3,2,10,7,0
1221,36,0,Travel_Rarely,917,Research & Development,6,Master,Life Sciences,Male,60,1,Laboratory Technician,High,Divorced,2741,6865,1,Yes,No,14,Excellent,High,7,4,3,7,7,1
1224,30,0,Travel_Rarely,853,Research & Development,7,Master,Life Sciences,Male,49,2,Laboratory Technician,High,Divorced,3491,11309,1,Yes,No,13,Excellent,Low,10,4,2,10,7,8
1225,44,0,Travel_Rarely,200,Research & Development,29,Master,Other,Male,32,2,Research Scientist,Very High,Single,4541,7744,1,Yes,No,25,Outstanding,Medium,20,3,3,20,11,13
1226,20,0,Travel_Rarely,654,Sales,21,Bachelor,Marketing,Male,43,1,Sales Representative,Very High,Single,2678,5050,1,Yes,No,17,Excellent,Very High,2,2,3,2,1,2
1228,46,0,Travel_Rarely,150,Research & Development,2,Master,Technical Degree,Male,60,2,Manufacturing Director,Very High,Divorced,7379,17433,2,Yes,No,11,Excellent,High,12,3,2,6,3,1
1231,42,0,Non-Travel,179,Human Resources,2,Doctor,Medical,Male,79,2,Human Resources,Low,Married,6272,12858,7,Yes,No,16,Excellent,Low,10,3,4,4,3,0
1233,60,0,Travel_Rarely,696,Sales,7,Master,Marketing,Male,52,2,Sales Executive,Very High,Divorced,5220,10893,0,Yes,Yes,18,Excellent,Medium,12,3,3,11,7,1
1234,32,0,Travel_Frequently,116,Research & Development,13,Bachelor,Other,Female,77,1,Laboratory Technician,Medium,Married,2743,7331,1,Yes,No,20,Outstanding,High,2,2,3,2,2,2
1235,32,0,Travel_Frequently,1316,Research & Development,2,College,Life Sciences,Female,38,2,Research Scientist,High,Single,4998,2338,4,Yes,Yes,14,Excellent,Very High,10,2,3,8,7,0
1237,36,0,Travel_Rarely,363,Research & Development,1,Bachelor,Technical Degree,Female,77,3,Manufacturing Director,Low,Divorced,10252,4235,2,Yes,Yes,21,Outstanding,High,17,2,3,7,7,7
1238,33,0,Travel_Rarely,117,Research & Development,9,Bachelor,Medical,Male,60,1,Research Scientist,Very High,Married,2781,6311,0,Yes,No,13,Excellent,Medium,15,5,3,14,10,4
1239,40,0,Travel_Rarely,107,Sales,10,Bachelor,Technical Degree,Female,84,2,Sales Executive,Medium,Divorced,6852,11591,7,Yes,No,12,Excellent,Medium,7,2,4,5,1,1
1240,25,0,Travel_Rarely,1356,Sales,10,Master,Life Sciences,Male,57,2,Sales Executive,Very High,Single,4950,20623,0,Yes,No,14,Excellent,Medium,5,4,3,4,3,1
1241,30,0,Travel_Rarely,1465,Research & Development,1,Bachelor,Medical,Male,63,1,Research Scientist,Medium,Married,3579,9369,0,Yes,Yes,21,Outstanding,Low,12,2,3,11,9,5
1242,42,0,Travel_Frequently,458,Research & Development,26,Doctor,Medical,Female,60,3,Research Director,Low,Married,13191,23281,3,Yes,Yes,17,Excellent,High,20,6,3,1,0,0
1243,35,0,Non-Travel,1212,Sales,8,College,Marketing,Female,78,3,Sales Executive,Very High,Married,10377,13755,4,Yes,Yes,11,Excellent,Medium,16,6,2,13,2,4
1244,27,0,Travel_Rarely,1103,Research & Development,14,Bachelor,Life Sciences,Male,42,1,Research Scientist,Low,Married,2235,14377,1,Yes,Yes,14,Excellent,Very High,9,3,2,9,7,6
1245,54,0,Travel_Frequently,966,Research & Development,1,Master,Life Sciences,Female,53,3,Manufacturing Director,High,Divorced,10502,9659,7,Yes,No,17,Excellent,Low,33,2,1,5,4,1
1246,44,0,Travel_Rarely,1117,Research & Development,2,Below College,Life Sciences,Female,72,1,Research Scientist,Very High,Married,2011,19982,1,Yes,No,13,Excellent,Very High,10,5,3,10,5,7
1248,19,1,Non-Travel,504,Research & Development,10,Bachelor,Medical,Female,96,1,Research Scientist,Medium,Single,1859,6148,1,Yes,Yes,25,Outstanding,Medium,1,2,4,1,1,0
1249,29,0,Travel_Rarely,1010,Research & Development,1,Bachelor,Life Sciences,Female,97,1,Research Scientist,Very High,Divorced,3760,5598,1,Yes,No,15,Excellent,Low,3,5,3,3,2,1
1250,54,0,Travel_Rarely,685,Research & Development,3,Bachelor,Life Sciences,Male,85,4,Research Director,Very High,Married,17779,23474,3,Yes,No,14,Excellent,Low,36,2,3,10,9,0
1251,31,0,Travel_Rarely,1332,Research & Development,11,College,Medical,Male,80,2,Healthcare Representative,Low,Married,6833,17089,1,Yes,Yes,12,Excellent,Very High,6,2,2,6,5,0
1252,31,0,Travel_Rarely,1062,Research & Development,24,Bachelor,Medical,Female,96,2,Healthcare Representative,Low,Single,6812,17198,1,Yes,No,19,Excellent,Medium,10,2,3,10,9,1
1254,59,0,Travel_Rarely,326,Sales,3,Bachelor,Life Sciences,Female,48,2,Sales Executive,Very High,Single,5171,16490,5,Yes,No,17,Excellent,Very High,13,2,3,6,1,0
1255,43,0,Travel_Rarely,920,Research & Development,3,Bachelor,Life Sciences,Male,96,5,Research Director,Very High,Married,19740,18625,3,Yes,No,14,Excellent,Medium,25,2,3,8,7,0
1256,49,0,Travel_Rarely,1098,Research & Development,4,College,Medical,Male,85,5,Manager,High,Married,18711,12124,2,Yes,No,13,Excellent,High,23,2,4,1,0,0
1257,36,0,Travel_Frequently,469,Research & Development,3,Bachelor,Technical Degree,Male,46,1,Research Scientist,Medium,Married,3692,9256,1,Yes,No,12,Excellent,High,12,2,2,11,10,0
1258,48,0,Travel_Rarely,969,Research & Development,2,College,Technical Degree,Male,76,1,Laboratory Technician,Medium,Single,2559,16620,5,Yes,No,11,Excellent,High,7,4,2,1,0,0
1259,27,0,Travel_Rarely,1167,Research & Development,4,College,Life Sciences,Male,76,1,Research Scientist,High,Divorced,2517,3208,1,Yes,No,11,Excellent,Medium,5,2,3,5,3,0
1260,29,0,Travel_Rarely,1329,Research & Development,7,Bachelor,Life Sciences,Male,82,2,Healthcare Representative,Very High,Divorced,6623,4204,1,Yes,Yes,11,Excellent,Medium,6,2,3,6,0,1
1263,48,0,Travel_Rarely,715,Research & Development,1,Bachelor,Life Sciences,Male,76,5,Research Director,Very High,Single,18265,8733,6,Yes,No,12,Excellent,High,25,3,4,1,0,0
1264,29,0,Travel_Rarely,694,Research & Development,1,Bachelor,Life Sciences,Female,87,4,Research Director,Very High,Divorced,16124,3423,3,Yes,No,14,Excellent,Medium,9,2,2,7,7,1
1265,34,0,Travel_Rarely,1320,Research & Development,20,Bachelor,Technical Degree,Female,89,1,Research Scientist,High,Married,2585,21643,0,Yes,No,17,Excellent,Very High,2,5,2,1,0,0
1267,44,0,Travel_Rarely,1099,Sales,5,Bachelor,Marketing,Male,88,5,Manager,Medium,Married,18213,8751,7,Yes,No,11,Excellent,High,26,5,3,22,9,3
1268,33,0,Travel_Rarely,536,Sales,10,Doctor,Marketing,Male,82,3,Sales Executive,High,Divorced,8380,21708,0,Yes,Yes,14,Excellent,Very High,10,3,3,9,8,0
1269,19,0,Travel_Rarely,265,Research & Development,25,Bachelor,Life Sciences,Female,57,1,Research Scientist,Very High,Single,2994,21221,1,Yes,Yes,12,Excellent,Very High,1,2,3,1,0,0
1270,23,0,Travel_Rarely,373,Research & Development,1,College,Life Sciences,Male,47,1,Research Scientist,High,Married,1223,16901,1,Yes,No,22,Outstanding,Very High,1,2,3,1,0,0
1273,25,1,Travel_Frequently,599,Sales,24,Below College,Life Sciences,Male,73,1,Sales Representative,Very High,Single,1118,8040,1,Yes,Yes,14,Excellent,Very High,1,4,3,1,0,1
1275,26,0,Travel_Rarely,583,Research & Development,4,College,Life Sciences,Male,53,1,Research Scientist,Very High,Single,2875,9973,1,Yes,Yes,20,Outstanding,Medium,8,2,2,8,5,2
1277,45,1,Travel_Rarely,1449,Sales,2,Bachelor,Marketing,Female,94,5,Manager,Medium,Single,18824,2493,2,Yes,Yes,16,Excellent,Low,26,2,3,24,10,1
1278,55,0,Non-Travel,177,Research & Development,8,Below College,Medical,Male,37,4,Healthcare Representative,Medium,Divorced,13577,25592,1,Yes,Yes,15,Excellent,Very High,34,3,3,33,9,15
1279,21,1,Travel_Frequently,251,Research & Development,10,College,Life Sciences,Female,45,1,Laboratory Technician,High,Single,2625,25308,1,Yes,No,20,Outstanding,High,2,2,1,2,2,2
1280,46,0,Travel_Rarely,168,Sales,4,College,Marketing,Female,33,5,Manager,Medium,Married,18789,9946,2,Yes,No,14,Excellent,High,26,2,3,11,4,0
1281,34,0,Travel_Rarely,131,Sales,2,Bachelor,Marketing,Female,86,2,Sales Executive,Low,Single,4538,6039,0,Yes,Yes,12,Excellent,Very High,4,3,3,3,2,0
1282,51,0,Travel_Frequently,237,Sales,9,Bachelor,Life Sciences,Male,83,5,Manager,Medium,Divorced,19847,19196,4,Yes,Yes,24,Outstanding,Low,31,5,2,29,10,11
1283,59,0,Travel_Rarely,1429,Research & Development,18,Master,Medical,Male,67,3,Manufacturing Director,Very High,Single,10512,20002,6,Yes,No,12,Excellent,Very High,25,6,2,9,7,5
1285,34,0,Travel_Frequently,135,Research & Development,19,Bachelor,Medical,Female,46,2,Laboratory Technician,Medium,Divorced,4444,22534,4,Yes,No,13,Excellent,High,15,2,4,11,8,5
1286,28,0,Travel_Frequently,791,Research & Development,1,Master,Medical,Male,44,1,Laboratory Technician,High,Single,2154,6842,0,Yes,Yes,11,Excellent,High,5,2,2,4,2,0
1288,44,0,Travel_Rarely,1199,Research & Development,4,College,Life Sciences,Male,92,5,Manager,Low,Divorced,19190,17477,1,Yes,No,14,Excellent,Very High,26,4,2,25,9,14
1289,34,0,Travel_Frequently,648,Human Resources,11,Bachelor,Life Sciences,Male,56,2,Human Resources,Medium,Married,4490,21833,4,Yes,No,11,Excellent,Very High,14,5,4,10,9,1
1291,35,0,Travel_Rarely,735,Research & Development,6,Below College,Life Sciences,Male,66,1,Research Scientist,High,Married,3506,6020,0,Yes,Yes,14,Excellent,Very High,4,3,3,3,2,2
1292,42,0,Travel_Rarely,603,Research & Development,7,Master,Medical,Female,78,2,Research Scientist,Medium,Married,2372,5628,6,Yes,Yes,16,Excellent,Very High,18,2,3,1,0,0
1293,43,0,Travel_Rarely,531,Sales,4,Master,Marketing,Female,56,3,Sales Executive,Very High,Single,10231,20364,3,Yes,No,14,Excellent,Very High,23,3,4,21,7,15
1294,36,0,Travel_Rarely,429,Research & Development,2,Master,Life Sciences,Female,53,2,Manufacturing Director,Medium,Single,5410,2323,9,Yes,Yes,11,Excellent,Very High,18,2,3,16,14,5
1295,44,1,Travel_Rarely,621,Research & Development,15,Bachelor,Medical,Female,73,3,Healthcare Representative,Very High,Married,7978,14075,1,Yes,No,11,Excellent,Very High,10,2,3,10,7,0
1296,28,0,Travel_Frequently,193,Research & Development,2,Bachelor,Life Sciences,Male,52,1,Laboratory Technician,Very High,Married,3867,14222,1,Yes,Yes,12,Excellent,Medium,2,2,3,2,2,2
1297,51,0,Travel_Frequently,968,Research & Development,6,College,Medical,Female,40,1,Laboratory Technician,High,Single,2838,4257,0,Yes,No,14,Excellent,Medium,8,6,2,7,0,7
1298,30,0,Non-Travel,879,Research & Development,9,College,Medical,Female,72,2,Manufacturing Director,High,Single,4695,12858,7,Yes,Yes,18,Excellent,High,10,3,3,8,4,1
1299,29,1,Travel_Rarely,806,Research & Development,7,Bachelor,Technical Degree,Female,39,1,Laboratory Technician,High,Divorced,3339,17285,3,Yes,Yes,13,Excellent,Low,10,2,3,7,7,7
1301,28,0,Travel_Rarely,640,Research & Development,1,Bachelor,Technical Degree,Male,84,1,Research Scientist,Low,Single,2080,4732,2,Yes,No,11,Excellent,Medium,5,2,2,3,2,1
1303,25,0,Travel_Rarely,266,Research & Development,1,Bachelor,Medical,Female,40,1,Research Scientist,Medium,Single,2096,18830,1,Yes,No,18,Excellent,Very High,2,3,2,2,2,2
1304,32,0,Travel_Rarely,604,Sales,8,Bachelor,Medical,Male,56,2,Sales Executive,Very High,Married,6209,11693,1,Yes,No,15,Excellent,High,10,4,4,10,7,0
1306,45,0,Travel_Frequently,364,Research & Development,25,Bachelor,Medical,Female,83,5,Manager,Medium,Single,18061,13035,3,Yes,No,22,Outstanding,High,22,4,3,0,0,0
1307,39,0,Travel_Rarely,412,Research & Development,13,Master,Medical,Female,94,4,Manager,Medium,Divorced,17123,17334,6,Yes,Yes,13,Excellent,Very High,21,4,3,19,9,15
1308,58,0,Travel_Rarely,848,Research & Development,23,Master,Life Sciences,Male,88,1,Research Scientist,High,Divorced,2372,26076,1,Yes,No,12,Excellent,Very High,2,3,3,2,2,2
1309,32,1,Travel_Rarely,1089,Research & Development,7,College,Life Sciences,Male,79,2,Laboratory Technician,High,Married,4883,22845,1,Yes,No,18,Excellent,Low,10,3,3,10,4,1
1310,39,1,Travel_Rarely,360,Research & Development,23,Bachelor,Medical,Male,93,1,Research Scientist,Low,Single,3904,22154,0,Yes,No,13,Excellent,Low,6,2,3,5,2,0
1311,30,0,Travel_Rarely,1138,Research & Development,6,Bachelor,Technical Degree,Female,48,2,Laboratory Technician,Very High,Married,4627,23631,0,Yes,No,12,Excellent,Low,10,6,3,9,2,6
1312,36,0,Travel_Rarely,325,Research & Development,10,Master,Technical Degree,Female,63,3,Healthcare Representative,High,Married,7094,5747,3,Yes,No,12,Excellent,Low,10,0,3,7,7,1
1314,46,0,Travel_Rarely,991,Human Resources,1,College,Life Sciences,Female,44,1,Human Resources,Low,Single,3423,22957,6,Yes,No,12,Excellent,High,10,3,4,7,6,5
1315,28,0,Non-Travel,1476,Research & Development,1,Bachelor,Life Sciences,Female,55,2,Laboratory Technician,Very High,Married,6674,16392,0,Yes,No,11,Excellent,Low,10,6,3,9,8,7
